"price";"product_url";"designation";"category";"image_url";"description";"merchant_id";"in_stock";"Stock_detail";"product_type";"condition"
"10.77";"http://www.bulksupplements.com/taurine.html";"Pure Taurine Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Amino Acids";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_230.jpg";"<p style=\"text-align: justify;\">Taurine is a type of amino acid that is considered semi-essential. While the body produces it in small amounts, occasionally including it in the diet is needed. It is found very often in energy drinks such as Monster, highly processed iced coffee drinks and Red Bull.</p>";"TAU";"Y";"11801";"1";"0"
"10.77";"http://www.bulksupplements.com/ascorbic-acid-vitamin-c-crystalized-powder.html";"Pure Ascorbic Acid (Vitamin C) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Featured, BulkSupplements > Products by Goal, BulkSupplements > Products by Category > Vitamins, BulkSupplements > Products by Goal > Skin Care & Beauty";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_37.jpg";"<p style=\"text-align: justify;\">This essential vitamin is not naturally produced by the body and must be replenished for good health. Vitamin C is known for its usefulness in conjunction with other enzymes and solutions.  </p>";"ASCA";"Y";"18000";"1";"0"
"12.93";"http://www.bulksupplements.com/n-acetyl-l-glutamine.html";"Pure N-Acetyl L-Glutamine Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Muscle Growth, BulkSupplements > Products by Category > Amino Acids, BulkSupplements > Products by Category > Sports Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_114.jpg";"<p style=\"text-align: justify;\">N-Acetyl L-Glutamine is essentially just a version of L-Glutamine which has been acetylated. Its rate of and effects on metabolism are considerably more pronounced than those of standard L-Glutamine, and it is also has more stability in water. </p>";"N-ACE-L-GLU";"Y";"5545";"1";"0"
"16.18";"http://www.bulksupplements.com/ascorbyl-palmitate-viamin-c-ester.html";"Pure Ascorbyl Palmitate (Vitamin C Ester) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_392.jpg";"<p style=\"text-align: justify;\">Ascorbyl Palmitate is the by-product of Ascorbic Acid (Vitamin C) combined with Palmitic Acid. Alone, Vitamin C is not fat soluble. However, with Ascorbyl Palmitate, the concentration of Vitamin C taken in by the body can be stored for later consumption. Like Vitamin C on its own, Ascorbyl Palmitate is known to work well when combined with Vitamin E by allowing regeneration of this antioxidant to occur more rapidly.  </p>";"AP";"Y";"1397";"1";"0"
"4567.13";"http://www.bulksupplements.com/beta-carotene-1-provitamin-a.html";"Pure Beta Carotene 1% (Provitamin A) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_281.jpg";"<p style=\"text-align: justify;\">Beta-Carotene is an antioxidant in the same class as Vitamin E or Vitamin C and is also identified as a provitamin. This particular supplement contains approximately 1% Beta Carotene to maintain a safe concentration for regular consumption. </p>";"BC";"Y";"4";"1";"0"
"12.93";"http://www.bulksupplements.com/broccoli-extract-powder.html";"Pure Broccoli Extract Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Heart Health, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_35.jpg";"<p style=\"text-align: justify;\">Broccoli Extract is a yellowish powder that is cultivated from the essence of broccoli flowers and stems.</p>";"BE";"Y";"5754";"1";"0"
"12.93";"http://www.bulksupplements.com/calcium-ascorbate.html";"Pure Calcium Ascorbate (Vitamin C) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Vitamins, BulkSupplements > Products by Category > Calcium & Minerals";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_77.jpg";"<p style=\"text-align: justify;\">Calcium Ascorbate is Vitamin C (otherwise known as Ascorbic Acid) in a buffered condition. Vitamin C has a natural acidity, which can be a little too much to handle for those that have gastrointestinal issues. The Ascorbic Acid is reacted with Calcium in order to significantly reduce the acidity of the solution. </p>";"CA";"Y";"5345";"1";"0"
"11.85";"http://www.bulksupplements.com/choline-bitartrate.html";"Pure Choline DL-Bitartrate Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Mental Wellness";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_268.jpg";"<p style=\"text-align: justify;\">Choline DL-Bitartrate is what is known as a lipotropic compound. It is often classified within the Vitamin B category. It also functions as an antioxidant.</p>";"CB";"Y";"8026";"1";"0"
"11.85";"http://www.bulksupplements.com/cinnamon-bark-powder-extract.html";"Pure Cinnamon Bark Powder Extract in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_203.jpg";"<p style=\"text-align: justify;\">Cinnamon Bark powder extract is, as the name implies, extracted from cinnamon tree bark, specifically from the Cinnamomum wilsonii Gamble tree. It is also an antioxidant.</p>";"CINB";"Y";"675";"1";"0"
"17.26";"http://www.bulksupplements.com/coenzyme-q10-coq10.html";"Pure Coenzyme Q10 (COQ10) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Heart Health, BulkSupplements > Products by Goal > Men's Health, BulkSupplements > Products by Goal > Women's Health";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_315.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, a water insoluble substance responsible for stimulating the mitochondria.</p>";"COQ10-C";"Y";"1342";"1";"0"
"18.34";"http://www.bulksupplements.com/curcumin-turmeric-extract.html";"Pure Curcumin 95% Natural Turmeric Extract Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_374.jpg";"<p style=\"text-align: justify;\">Turmeric is usually found in Asian countries as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin, which is a mixture of various phytonutrients called Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring.</p>";"CURC";"Y";"5646";"1";"0"
"15.95";"http://www.bulksupplements.com/ellagic-acid-90-galla-chinensis.html";"Pure Ellagic Acid 90% Galla Chinensis Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/e/l/ellagic_acid_90_galla_chinensis_1.jpg";"<p style=\"text-align: justify;\">Ellagic Acid is a phenolic compound which occurs naturally and possesses certain antioxidant properties. Extracted from the plant Galla Chinesis, it is considered pure and is assayed to have a composition of at least 90% Ellagic Acid. It can be found in high concentrations in plants such as strawberries, grapes and pomegranates but may also be present in nuts and cranberries as well.</p>";"EA";"Y";"0";"1";"0"
"12.93";"http://www.bulksupplements.com/garlic-extract.html";"Pure Garlic Extract Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Heart Health, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_222.jpg";"<p style=\"text-align: justify;\">The plant Garlic is a perennial that comes in a bulbous shape, and has an aroma akin to an onion as well as an extremely sharp taste. There are many studies that show that consumption of Garlic has significantly positive effects on general health and well-being. </p>";"GAR";"Y";"442";"1";"0"
"11.85";"http://www.bulksupplements.com/grape-seed-extract.html";"Pure Grape Seed Extract Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Goal > Women's Health, BulkSupplements > Products by Goal > Skin Care & Beauty, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_291.jpg";"<p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L (a type of grape plant usually used to make wine). Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant. Grape Seed also contains Procyanidolic Oligomers.</p>";"GS";"Y";"5489";"1";"0"
"16.18";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg.html";"Pure Green Tea Pure Extract 50% EGCG Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Weight Loss, BulkSupplements > Products by Goal > Men's Health, BulkSupplements > Products by Goal > Women's Health, BulkSupplements > Products by Goal > Mental Wellness, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_314.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative that has been evaluated to contain at least 50% Epigallocatechin (EGCG).</p>";"GTEGCG";"Y";"6436";"1";"0"
"15.10";"http://www.bulksupplements.com/green-tea-50-polyphenols.html";"Pure Green Tea 50% Polyphenols Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Weight Loss, BulkSupplements > Products by Goal > Women's Health, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_55.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% Polyphenols is a green tea derivative that has been evaluated to contain at least 50% Polyphenols.</p>";"GTP";"Y";"404";"1";"0"
"15.10";"http://www.bulksupplements.com/inositol-hexaphosphate.html";"Pure Inositol Hexaphosphate Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category > Vitamins, BulkSupplements > Products by Goal > Mental Wellness, BulkSupplements > Products by Goal > Skin Care & Beauty";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_224.jpg";"<p style=\"text-align: justify;\">Inositol Hexaphosphate is the main vehicle through which phosphorus is stored in plant tissues. It is sometimes called IP6, Phytate or Phytic acid when it is in the form of a salt.</p>";"IH";"Y";"50313";"1";"0"
"15.10";"http://www.bulksupplements.com/lutein.html";"Pure Lutein Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_221.jpg";"<p style=\"text-align: justify;\">Lutein is an antioxidant that is found in the carotenoid family and is often found in large concentrations in vegetables. Because Lutein is not made naturally by the body, it must be supplemented or found through dietary means. </p>";"LUT";"Y";"228";"1";"0"
"14.02";"http://www.bulksupplements.com/n-n-dimethyl-glycine-hcl-dmg.html";"Pure AN,N-Dimethyl Glycine HCL (DMG) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Amino Acids, BulkSupplements > Products by Category > Sports Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_52.jpg";"<p style=\"text-align: justify;\">N,N-Dimethyl Glycine HCL is derived from the original amino acid glycine through a process known as demethylization. Dimethyl Glycine is part of the B-chain of vitamins and may assist in recovery after strenuous physical activity. </p>";"NNDG-HCL";"Y";"7705";"1";"0"
"11.85";"http://www.bulksupplements.com/para-aminobenzoic-acid-paba.html";"Pure Para-AminoBenzoic Acid (PABA) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal > Skin Care & Beauty";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_96.jpg";"<p style=\"text-align: justify;\">Para-Aminobenzoic Acid is a type of amino acid that is not related to proteins and can be found naturally in a number of different places. It can be found in large stores from such sources as eggs, rice, spinach, molasses and wheat germ.</p>";"PABA";"Y";"5100";"1";"0"
"15.10";"http://www.bulksupplements.com/pine-bark-extract.html";"Pure Pine Bark Extract Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Goal > Skin Care & Beauty, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_173.jpg";"<p style=\"text-align: justify;\">Pine Bark Extract contains Proanthocyanidin, which is a bioflavonoid and another type of antioxidant. This particular extract is derived from the Pinis Massoniana tree.</p><p style=\"text-align: justify;\">There are many antioxidants out there that perform the same actions as Pine Bark Extract with varying degrees of success. Some of this extract’s peers include Vitamins A, C, and E as well as Selenium. However, the Oligomeric Proanthocyanodins (OPCs) present in Pine Bark Extract are some of the most potent forms of antioxidants that can be found in nature.</p>";"PBE";"Y";"8678";"1";"0"
